Product,Brewer_Value,Brand_Value,Package_Value,Segment_Value,AB_Segment_Value,AB_Subsegment_Value,AB_Megasegment_Value,Date,Display_Count,Display_Share,Distribution,Feature_Count,Feature_Share,Price_per_Unit,Price_per_Volume,Unit_Sales,Volume_Sales,Volume_Share_of_Category, Average_of_Max_TemperatureC , Average_of_Mean_TemperatureC , Average_of_Min_TemperatureC ,Average_of_Dew_PointC , Average_of_MeanDew_PointC , Average_of_Min_DewpointC , Average_of_Max_Humidity , Average_of_Mean_Humidity , Average_of_Min_Humidity , Average_of_Max_Sea_Level_PressurehPa , Average_of_Mean_Sea_Level_PressurehPa , Average_of_Min_Sea_Level_PressurehPa ,Average_of_Max_VisibilityKm , Average_of_ Mean_VisibilityKm , Average_of_Min_VisibilitykM ,Average_of_Max_Wind_SpeedKmh ,Average_of_Mean_Wind_SpeedKmh ,Average_of_Max_Gust_SpeedKmh,Average_of_Precipitationmm ,Average_of _CloudCover ,Average_of _WindDirDegrees ,State_GDP,Alcohol_Retail_Trade_employees ,State_Personal_income,Resident_Population_in_city,Per_Capita_Personal_Income_in_city,Occupancy,Labor_Force_in_city,Employment_in_city,Unemployment_in_city,Unemp_Rate_in_city,Consumer_Price_Index_MaltBeverages,Consumer_Price_Index_Wine,Producer_Price_Index_by_Industry
BRAND275 12-PACK 11.2-13 OZ GLASS,ABI,BRAND275,12-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-12-2014,0,,0.888581423,,,13.09416756,26.18833512,3707,1853.442111,0.195277955,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND275 12-PACK 12 OZ CAN,ABI,BRAND275,12-PACK 12 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-12-2014,0,,0.520093466,,,13.41323869,26.82647737,1970,985.135487,0.1037935,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND275 6-PACK 11.2-13 OZ GLASS,ABI,BRAND275,6-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-12-2014,0,,0.710455518,,,8.175597775,32.7023911,3687,921.7504248,0.097115274,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND200 12-PACK 8 OZ CAN,ABI,BRAND200,12-PACK 8 OZ CAN,FMB/PAB,HE NEAR BEER,FMB,ABOVE CORE,10-12-2014,0,,0.815856439,,,12.78191432,38.34957792,2540,846.4245064,0.089178964,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND200 SINGLES 25 OZ CAN,ABI,BRAND200,SINGLES 25 OZ CAN,FMB/PAB,HE NEAR BEER,FMB,ABOVE CORE,10-12-2014,0,,0.663374707,,,3.826882586,44.08850905,6650,577.2522016,0.060819072,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 SINGLES 25 OZ CAN,ABI,BRAND266,SINGLES 25 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-12-2014,0,,0.777066889,,,3.052988842,35.17268252,20694,1796.215907,0.189248624,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 SINGLES 40 OZ WDBTL,ABI,BRAND266,SINGLES 40 OZ WDBTL,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-12-2014,0,,0.307089631,,,4.127524642,29.71580016,5011,696.0422494,0.073334746,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND312 30-PACK 12 OZ CAN,ABI,BRAND312,30-PACK 12 OZ CAN,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,10-12-2014,0,,0.186859306,,,18.64055762,14.9124461,470,587.8470408,0.06193534,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND130 6-PACK 11.2-13 OZ GLASS,ABI,BRAND130,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,IMPORT,ABOVE CORE,02-01-2015,0,,0.48126486,,,9.946823306,42.6353335,2480,578.6042341,0.054828547,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND1 6-PACK 11.2-13 OZ GLASS,COMPETITOR97,BRAND1,6-PACK 11.2-13 OZ GLASS,ASSORTED SEGMENT,HE BEER,CRAFT,ABOVE CORE,02-01-2015,0,,0.058133662,,,10.90041993,43.60167973,3119,779.7149313,0.073885801,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND8 6-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND8,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,02-01-2015,0,,0.00844529,,,15.63571429,62.54285714,159,39.72791643,0.003764618,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND19 6-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND19,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,02-01-2015,0,,0.383327262,,,15.34050687,61.36202746,2131,532.6552616,0.050474422,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND19 6-PACK 12 OZ CAN,COMPETITOR135,BRAND19,6-PACK 12 OZ CAN,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,02-01-2015,0,,0.189997543,,,15.89491523,63.5796609,1160,289.9743767,0.027477977,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND26 12-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND26,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,02-01-2015,0,,0.197920158,,,22.34857451,44.69714903,809,404.2642925,0.038308092,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND176 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND176,12-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,02-01-2015,0,,0.447773376,,,12.86405827,25.72811653,1406,702.8515257,0.066602223,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND140 12-PACK 11.2-13 OZ GLASS,ABI,BRAND140,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,02-01-2015,126,0.36663745,0.761355673,331,0.676566242,12.15964935,24.31929869,7530,3764.986067,0.356770146,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND140 24-PACK 11.2-13 OZ GLASS,ABI,BRAND140,24-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,02-01-2015,0,,0.022351317,,,20.19641674,20.19641674,203,203.0395861,0.019240035,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND140 6-PACK 11.2-13 OZ GLASS,ABI,BRAND140,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,02-01-2015,0,,0.344348926,,,8.082239232,32.32895693,2878,719.6120777,0.068190453,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND144 12-PACK 11.2-13 OZ GLASS,ABI,BRAND144,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,02-01-2015,0,,0.377967171,,,11.8601903,23.7203806,1702,850.9150975,0.08063273,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND4 12-PACK 11.2-13 OZ GLASS,COMPETITOR3,BRAND4,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,02-01-2015,0,,0.776693743,,,15.01136331,30.02272662,3095,1547.346702,0.146626601,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND18 6-PACK 11.2-13 OZ GLASS,ABI,BRAND18,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE NEAR BEER,HARD SODA,ABOVE CORE,02-01-2015,0,,0,,,0,0,,0,0,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND145 12-PACK 11.2-13 OZ GLASS,ABI,BRAND145,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,IMPORT,ABOVE CORE,02-01-2015,0,,0.551749474,,,16.6342036,35.64217613,2218,1035.305671,0.098105584,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND2 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,02-01-2015,823,2.396321766,0.975823383,909,1.85686342,15.93299452,31.86598903,12340,6170.224999,0.58469063,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND2 12-PACK 12 OZ CAN,COMPETITOR1,BRAND2,12-PACK 12 OZ CAN,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,02-01-2015,0,,0.28607587,,,15.94008375,31.8801675,1043,521.2651893,0.049395099,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND2 24-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,24-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,02-01-2015,0,,0.311429875,,,26.83750279,26.83750279,855,855.1087416,0.08103012,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND2 6-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,02-01-2015,194,0.564594596,0.890662566,,0,9.964319454,39.85727782,11442,2860.606179,0.271071092,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND12 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND12,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,02-01-2015,0,,0.741906045,,,15.95380887,31.90761774,3863,1931.692558,0.183047221,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND14 6-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND14,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,02-01-2015,0,,0,,,0,0,,0,0,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND146 4-PACK 16 OZ CAN,ABI,BRAND146,4-PACK 16 OZ CAN,CRAFT/IMPORT,HE BEER,IMPORT,ABOVE CORE,02-01-2015,0,,0.596745127,,,8.381250203,37.71939785,3901,866.8918255,0.082146685,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND6 12-PACK 11.2-13 OZ GLASS,COMPETITOR3,BRAND6,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,02-01-2015,0,,0.510820994,,,14.20218173,28.40436346,2746,1373.238356,0.130128091,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND317 SINGLES 25 OZ CAN,ABI,BRAND317,SINGLES 25 OZ CAN,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,02-01-2015,0,,0.203041061,,,2.322556833,26.7575672,11280,979.0636088,0.092776085,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND317 SINGLES 32 OZ BTL,ABI,BRAND317,SINGLES 32 OZ BTL,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,02-01-2015,0,,0.913798469,,,3.104307103,27.94155808,21479,2386.352864,0.22613084,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 12-PACK 11.2-13 OZ GLASS,ABI,BRAND261,12-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,0,,0.989451805,,,11.35859409,22.71718817,10553,5276.484999,0.499999812,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 12-PACK 12 OZ CAN,ABI,BRAND261,12-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,0,,0.999329465,,,11.27275378,22.54550755,22648,11324.07558,1.073069603,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 12-PACK 16 OZ AMBTL,ABI,BRAND261,12-PACK 16 OZ AMBTL,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,0,,0,,,0,0,,0,0,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 12-PACK 8 OZ CAN,ABI,BRAND261,12-PACK 8 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,0,,0.413002088,,,7.829903488,23.49205967,3385,1128.246957,0.106912702,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 18-PACK 11.2-13 OZ GLASS,ABI,BRAND261,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,37,0.106401856,0.072823809,45,0.092498912,13.80432093,18.40576124,1860,1394.761252,0.132167601,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 18-PACK 12 OZ CAN,ABI,BRAND261,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,306,0.890322839,0.596743422,337,0.688103114,14.78073562,19.70764749,15532,11649.25464,1.103883576,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 20-PACK 11.2-13 OZ GLASS,ABI,BRAND261,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,206,0.600504441,0.592702535,271,0.552813971,17.14477616,20.57455438,5180,4316.082189,0.408992025,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 20-PACK 12 OZ CAN,ABI,BRAND261,20-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,65,0.188198199,0.256498615,251,0.51348276,17.0635668,20.47709925,2967,2472.345425,0.234279496,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 20-PACK 16 OZ AMBTL,ABI,BRAND261,20-PACK 16 OZ AMBTL,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,0,,0,,,0,0,,0,0,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 24-PACK 11.2-13 OZ GLASS,ABI,BRAND261,24-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,0,,0.624475682,,,19.07636666,19.07636666,5487,5486.955368,0.519943988,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 24-PACK 8 OZ CAN,ABI,BRAND261,24-PACK 8 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,0,,0.324171884,,,14.399801,21.59862156,990,659.9910096,0.06254076,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 30-PACK 12 OZ CAN,ABI,BRAND261,30-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,752,2.191297526,0.851134233,843,1.721208402,20.2893334,16.23146672,23749,29686.48394,2.813091744,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
BRAND261 36-PACK 12 OZ CAN,ABI,BRAND261,36-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,02-01-2015,393,1.144448506,0.438134534,412,0.841541191,21.50271609,14.33514406,42023,63033.79655,5.973083678,23.85714286,17.85714286,11.42857143,12.71428571,10.71428571,6.428571429,93.42857143,65.42857143,37,1020,1018.428571,1016.714286,13.14285714,8.142857143,3.285714286,12,1.428571429,18.28571429,0.072857143,2.428571429,206,2438787,15.4,2011012469,10170.292,,0.801,5032000,4655300,376700,0.075,1.287,12.37,102.8
